Ready?,name,Train Type,track-types,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,minCars,maxCars,carsPerCarSet,carLength,trainWidth,maxStationLength,carCost,baseTrackCost,baseStationCost,scissorsCrossoverCost,canCrossRoads,maxSpeedLocalStation,Old?,trainOperationalCostPerHour,carOperationalCostPerHour,color,Multipliers,Min Capacity,Max Capacity,Manufacturer,Train Category,Cities,Nation,Cont,Generic?,Cities2,Nation2
TRUE,Stadler FLIRT 7,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,55.6,0.90,1.20,84,7,14,7,19.21,3.48,330,1921429,50000,75000000,15000000,TRUE,15,FALSE,600,60,#2D2F98,8.44|3.75|1.88|0.30|0.90,588,1176,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 8,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. This is the maximum possible length of train possible for the FLIRT.,55.6,0.60,1.20,55,8,16,8,18.78,2.82,330,1877500,50000,75000000,15000000,TRUE,15,FALSE,600,60,#894C95,8.44|3.75|1.88|0.30|0.90,440,880,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 8 Unbound,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. This is the maximum possible length of train possible for the FLIRT.,55.6,0.60,1.20,76,8,32,8,18.78,2.82,620,1877500,50000,75000000,15000000,TRUE,15,FALSE,600,60,#58954C,8.44|3.75|1.88|0.30|0.90,608,2432,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 12,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. This is the maximum possible length of train possible for the FLIRT.,55.6,0.90,0.90,64,12,12,12,19.72,2.72,250,1971667,50000,75000000,15000000,TRUE,15,FALSE,600,60,#2473a0,8.44|3.75|1.88|0.30|0.90,768,768,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 4 Dual-Mode,Dual-Mode Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)","The Stadler FLIRT is a family of EMUs used around the world since 2004, but this is a hybrid EMU-DMU version. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding. ",44.4,1.20,1.20,115,4,16,4,18.57,2.88,330,1856650,50000,75000000,15000000,TRUE,15,FALSE,650,65,#127905,8.44|3.75|1.88|0.30|0.90,460,1840,Stadler,Commuter,"Generic, DFW","Generic, US","Generic, North America",TRUE,"Generic, Dallas","Generic, United States of America"
TRUE,Kinki Sharyo SLRV,Standard LRT,750V LRT (CAT|MS),"The Kinki Sharyo Super Light Rail Vehicle (SLRV) is an articulated LRV built for Dallas' DART that entered service in 1996. They are Super LRVs, not Super Light RVs. ",31.3,1.03,1.34,75,3,12,3,12.55,2.69,160,1250000,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#EE2834,6.75|3.00|1.50|0.30|0.80,225,900,Kinki Sharyo,LRT,DFW,US,North America,FALSE,Dallas,United States of America
TRUE,VR Class Sm7,Standard Commuter,25-GF Soviet Main Line (CAT|UIC),The VR Class Sm7 is a Stadler FLIRT-based commuter rail EMU built for usage in Finland. They are significantly wider than the average FLIRT and are broad gauge. They will enter service in 2026.,44.4,1.20,1.20,199,4,12,4,18.90,3.20,250,3707234,55000,82500000,16500000,TRUE,15,FALSE,580,58,#14B250,8.44|3.75|1.88|0.30|0.90,796,2388,Stadler,Commuter,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,VR Class Sm5,Standard Commuter,25-GF Soviet Main Line (CAT|UIC),The VR Class Sm5 is a Stadler FLIRT-based commuter rail EMU built for usage in Finland. They are significantly wider than the average FLIRT and are broad gauge. They entered service in 2009.,44.4,1.20,1.20,140,4,12,4,18.90,3.20,250,1751668,55000,82500000,16500000,TRUE,15,FALSE,600,60,#129E45,8.44|3.75|1.88|0.30|0.90,560,1680,Stadler,Commuter,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,Artic MLNRV-3,Standard LRT,750V Metre LRT (CAT|UN),The Arctic MLNRV-3 is an articulated LRV built by Škoda for Helsinki's tram network that entered service in 2013. Acceleration is a guesstimate.,22.2,1.20,1.20,71,3,3,3,9.20,2.40,35,1117113,55000,82500000,16500000,TRUE,6.7,FALSE,200,20,#F9AF15,5.06|2.25|1.13|0.30|0.70,213,213,Škoda,LRT,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,Artic X54,Standard LRT,750V Metre LRT (CAT|UN),The Arctic X54 is an articulated LRV built by Škoda for Helsinki's light rail network that entered service in 2021. It is expandable. Acceleration is a guesstimate.,22.2,1.20,1.20,71,5,6,1,6.80,2.42,45,880968,55000,82500000,16500000,TRUE,6.7,FALSE,200,20,#007E79,5.06|2.25|1.13|0.30|0.70,355,426,Škoda,LRT,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,GT8-100C/2S,Standard LRT,"750V LRT (CAT|MS), 15-16.6 LRT (CAT|MS)",The GT8-100C/2S is an articulated LRV built by DUEWAG and ABB for the the Karlsruhe Light Rail that entered service in the early 1990s.,25.0,0.85,1.60,70,3,9,3,12.20,2.65,120,1000000,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#00A99D,6.75|3.00|1.50|0.30|0.80,210,630,"Duewag,ABB",LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,GT8-100D/2S-M,Standard LRT,"750V LRT (CAT|MS), 15-16.6 LRT (CAT|MS)",The GT8-100D/2S-M is an articulated LRV built by DUEWAG and Siemens based off of the 100C/2S for the the Karlsruhe Light Rail that entered service in the late 90s/early 2000s.,25.0,1.00,1.60,74,3,9,3,12.54,2.65,120,1067684,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#9E184D,6.75|3.00|1.50|0.30|0.80,222,666,"Duewag,Alstom",LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,ET 2010,Standard LRT,"750V LRT (CAT|MS), 15-16.6 LRT (CAT|MS)",The Flexity Swift is a series of articulated tram/LRT/light metro vehicles produced by Bombardier/Alstom that have been in service for decades around the world. This is the ET 2010 which was built for Karlsruhe and entered service in 2013.,27.8,1.06,1.60,78,3,12,3,12.34,2.65,175,1700385,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#BED730,6.75|3.00|1.50|0.30|0.80,234,936,Bombardier,LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,VDV-Tram-Train,Standard LRT,"750V LRT (CAT|MS), 15-16.6 LRT (CAT|MS)",The VDV-Tram-Train is a variant of the Vossloh/Stadler Citylink LRV that was built for six German and Austrian transport companies and entered service in the 2020s. ,27.8,1.06,1.60,76,3,12,3,12.40,2.65,175,2732704,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0090AD,6.75|3.00|1.50|0.30|0.80,228,912,Stadler,LRT,"Generic, FKB","Generic, DE","Generic, Central Europe",TRUE,"Generic, Karlsruhe","Generic, Germany"
TRUE,GT6-70D/N,Standard LRT,750V LRT (CAT|MS),The GT6-70D/N is an articulated LRV built by DUEWAG and Siemens based off of the 100C/2S for Karlsruhe that entered service in the late 90s/early 2000s. Capacity is artifically increased due to game limitations.,22.2,1.06,1.60,67,3,9,3,9.90,2.65,120,766279,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#A065AB,6.75|3.00|1.50|0.30|0.80,201,603,"Duewag,Alstom",LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,GT8-70D/N,Standard LRT,750V LRT (CAT|MS),The GT8-70D/N is an articulated LRV built by DUEWAG and Siemens based off of the 100C/2S for Karlsruhe that entered service in the late 90s/early 2000s.,22.2,1.06,1.60,49,5,15,5,7.84,2.65,175,606792,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#0071BC,6.75|3.00|1.50|0.30|0.80,245,735,"Duewag,Alstom",LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,NET 2012,Standard LRT,750V LRT (CAT|MS),The NET 2012 is a variant of the Vossloh/Stadler Citylink LRV that was built for Karlsruhe that entered service in 2014.,22.2,1.06,1.60,78,3,12,3,12.40,2.65,175,1186315,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#00A76D,6.75|3.00|1.50|0.30|0.80,234,936,Stadler,LRT,FKB,DE,Central Europe,FALSE,Karlsruhe,Germany
TRUE,Metropolis (SYD),Automated Metro,1.5kV Auto Metro (CAT|AAR),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. This is a fully automated variant for the Sydney Metro that entered service in 2019. They are expandable from 6 to 8 cars.,27.8,1.20,1.10,183,6,8,1,20.25,3.05,180,3008770,50000,78750000,15750000,FALSE,13,FALSE,400,40,#168388,8.44|3.75|1.88|0.30|0.90,1098,1464,Alstom,Metro,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,Inspiro (SYD),Automated Metro,25-GF Auto Metro (CAT|UIC),The Siemens Inspiro is a family of metro EMUs that have been in service around the world since 2013. This is the automated version on order by the Sydney Metro which is expected to enter service in 2027. ,27.8,1.20,1.10,215,3,3,3,22.54,3.19,75,3349516,50000,78750000,15750000,FALSE,13,FALSE,400,40,#199296,8.44|3.75|1.88|0.30|0.90,645,645,Siemens,Metro,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,K Sets (SYD),Standard Commuter,1.5kV Main Line (CAT|AAR),The K sets are double-decker commuter rail EMUs built for Sydney Trains by A Goninan & Co that entered service in 1981. Cost and acceleration are guesstimates.,31.9,0.80,0.90,113,4,8,4,20.39,3.04,180,834397,50000,75000000,15000000,TRUE,15,TRUE,840,84,#F99D1C,8.44|3.75|1.88|0.30|0.90,452,904,A Goninan & Co,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,T Sets (SYD),Standard Commuter,1.5kV Main Line (CAT|AAR),The T sets / Tangaras are double-decker commuter rail EMUs built for Sydney Trains by A Goninan & Co that entered service in 1988.,31.9,0.80,0.90,102,4,8,4,20.27,3.00,180,834397,50000,75000000,15000000,TRUE,15,TRUE,840,84,#C4258F,8.44|3.75|1.88|0.30|0.90,408,816,A Goninan & Co,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,M Sets (SYD),Standard Commuter,1.5kV Main Line (CAT|AAR),The M sets / Millenniums are double-decker commuter rail EMUs built for Sydney Trains by EDi Rail that entered service in 2002. Cost and acceleration are guesstimates.,36.1,0.80,0.90,113,4,8,4,20.39,3.03,180,1000000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#0098CD,8.44|3.75|1.88|0.30|0.90,452,904,EDi Rail,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,H Sets (NSW),Standard Commuter,1.5kV Main Line (CAT|AAR),The H sets / OSCARs are double-decker commuter rail EMUs built for CityRail/NSW TrainLink by UGL Rail that entered service in 2006. Cost and acceleration are guesstimates.,36.1,1.03,1.01,108,4,8,4,20.39,3.03,180,1500000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#D11F2F,8.44|3.75|1.88|0.30|0.90,432,864,UGL Rail,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,A/B Sets (SYD),Standard Commuter,1.5kV Main Line (CAT|AAR),The A and B sets / Waratahs are double-decker commuter rail EMUs built for Sydney Trains by Downer Rail and CRRC that entered service in 2011.,36.1,1.03,1.05,150,4,8,4,20.39,3.04,180,2181821,50000,75000000,15000000,TRUE,15,FALSE,600,60,#6F818E,8.44|3.75|1.88|0.30|0.90,600,1200,"Downer Rail, CRRC",Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,D Sets (NSW),Standard Commuter,1.5kV Main Line (CAT|AAR),"The D sets / Mariyung are double-decker commuter rail EMUs built for Sydney Trains by Hyundai Rotem, UGC, and Mitsubishi that entered service in 2024.",44.4,0.83,1.01,82,4,8,2,20.37,3.03,180,3182490,50000,75000000,15000000,TRUE,15,FALSE,600,60,#005AA3,8.44|3.75|1.88|0.30|0.90,328,656,"Hyundai,UGL Rail,Mitsubishi",Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,R Sets (NSW),Dual-Mode Commuter,"U.S. Commuter Diesel, 1.5kV Main Line (CAT|AAR)",The R sets are double-decker commuter rail EMUs built for Sydney Trains by CAF based on the Civity that will enter service by 2029. Acceleration and capacity are guesstimates.,44.4,0.83,1.01,110,3,6,3,24.36,2.97,180,4012705,37500,56250000,11250000,TRUE,15,FALSE,650,65,#D11F2F,8.44|3.75|1.88|0.30|0.90,330,660,CAF,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,N Sets (NSW),Diesel Commuter,U.S. Commuter Diesel,The N sets / Endeavours are commuter rail DMUs built for Sydney Trains by ABB that entered service in 1994. Acceleration and cost are guesstimates. Capacity is slightly increased due to game limits.,40.3,0.70,0.90,100,2,4,2,25.25,2.92,125,1033530,37500,56250000,11250000,TRUE,15,TRUE,1120,112,#008846,8.44|3.75|1.88|0.30|0.90,200,400,ABB,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,J Sets (NSW),Diesel Commuter,U.S. Commuter Diesel,The J sets / Hunters are commuter rail DMUs built for Sydney Trains by UGL Rail that entered service in 2006. Acceleration and cost are guesstimates. Capacity is increased due to game limits.,40.3,0.70,0.90,100,2,4,2,25.25,2.93,180,1857756,37500,56250000,11250000,TRUE,15,FALSE,800,80,#833134,8.44|3.75|1.88|0.30|0.90,200,400,UGL Rail,Commuter,SYD,AU,Oceania,FALSE,Sydney,Australia
TRUE,Urbos 100 (SYD),Standard LRT,"750V LRT (CAT|MS), Battery LRT (MS), 750V LRT (APS|MS)",The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on those in use in Sydney. Acceleration is guesstimated.,22.2,1.20,1.20,43,7,7,7,6.43,2.65,60,337357,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#239847,6.75|3.00|1.50|0.30|0.80,301,301,CAF,LRT,SYD,AU,Oceania,FALSE,Sydney,Australia
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0,0,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,FALSE,,
